id,gender,first_name,middle_name,last_name,nickname,ssn,sexual_orientation,age,generation,date_of_birth,time_of_birth,date_of_death,hair_color,hair_type,eye_color,height,weight,blood_type_allele,mannerisms,positive_traits,neutral_traits,negative_traits,phone_number,email,passport,drivers_license,home,vehicle,bank_account,pet,marital_status,spouse,maiden_name,children,siblings,parent_a,parent_b,employer,role,salary,work_days,work_hours,patron_of,list_of_family,is_alive,parents,can_work,can_marry,is_working,age_group,full_name,name,title,gender_abbr,desired_gender,body_mass_index,format_weight,format_height,years_lived,blood_type
P8a0d,Female,Gina,Jane,Arnold,Jennie,065-21-7698,Heterosexual,50,2,2048-02-20,03:14 AM,2099-01-14,Black,Touseled,Brown,65.5,146.6,BODD,Constantly checks phone,"Imaginative, Profound, Well-read",Restrained,"Easily Discouraged, Frivolous, Cowardly",(724) 406-3179,Personal: ginaarnold@outkook.com,Passport: D40881474 - Exp: Oct 2102,Driver's License: N89YEDT9 - Exp: Aug 2104,"Residence (val:3/size:2): 3A East Larch Street - Apartment B16, Baxter Center, Dumphrey - 00000",Gray 2009 Toyota Land Cruiser - SUV - 714 XGO,"Bank Account (316984951): $25,231.57",,Single,,,[],"[P153e, P37b0]",Kayla Arnold (2023 - 2095),Jeffrey Williamson (2039 -  ),,Unemployed,0,[],[],[],"[Pcd21, P4d26, P153e, P37b0]",False,Kayla Arnold and Geoff Williamson,True,True,False,Middle Age (Deceased),Gina Jane Arnold,Jennie Arnold,Ms.,F,Male,24.0,147 lbs,"5' 6""",2048 - 2099,B+
P37b0,Male,Michael,Roger,Arnold,,544-12-4501,Homosexual,53,2,2046-11-13,03:30 PM,,Blonde,Touseled,Brown,72.2,155.6,BOdD,Quotes famous people,"Honorable, Imaginative, Clear-headed",Busy,"Disruptive, Argumentative, Anxious",(304) 593-8725,Personal: michaelarnold547@hokmail.com,Passport: M41365638 - Exp: Jun 2109,Driver's License: B64UPYA4 - Exp: Nov 2100,"Residence (val:3/size:2): 3A East Larch Street - Apartment G14, Baxter Center, Dumphrey - 00000",White 2007 Ford F150 Super Cab - Pickup - KLO 854,Bank Account (423924202): $20.72,,Single,,,[],"[P153e, P8a0d]",Kayla Arnold (2023 - 2095),Jeffrey Williamson (2039 -  ),,Unemployed,0,[],[],[],"[Pcd21, P4d26, P153e, P8a0d]",True,Kayla Arnold and Geoff Williamson,True,True,False,Middle Age,Michael Roger Arnold,Michael Arnold,Mr.,M,Male,21.0,156 lbs,"6' 0""",2046 -  ,B+
Pf0b0,Female,Angela,Monica,Brown,,203-54-4117,Heterosexual,40,2,2059-03-31,11:02 AM,,Blonde,Flowing,Brown,62.9,139.1,AODD,Rests head in hands,"Peaceful, Compassionate, Flexible",Outspoken,"Repressed, Unreliable, Disorderly",(107) 456-1789,Personal: ajohnson331@yakoo.com,Passport: T36109620 - Exp: Nov 2100,Driver's License: L64KDQQ2 - Exp: May 2105,"Residence (val:3/size:19): 15 East Maple Street - Apartment 808, Baxter Center, Dumphrey - 00000",Gray 2006 Hyundai Accent - Sedan - JCY 365,Bank Account (042772856): $5.92,,Married,Justin Brown (2047 -  ),Johnson,"[Pfab8, P22b6]",[],Jonathan James Johnson (2039 - 2100),Randy Daniel Johnson (2030 - 2100),,Unemployed,0,[],[],[],"[Pc2d4, P98b7, P3ee5, Pfab8, P22b6]",True,Jonathan Johnson and Danny Johnson,True,True,False,Middle Age,Angela Monica Brown,Angela Brown,Mrs.,F,Male,24.7,139 lbs,"5' 3""",2059 -  ,A+
Pea12,Female,Katherine,,Lambert,Katy,019-23-9212,Heterosexual,50,2,2049-03-07,03:41 AM,2100-01-01,Blonde,Frizzy,Blue,66.7,130.5,OBDD,Interrupts others when passionate about the topic,"Considerate, Companionly, Courageous",Restrained,"Unself-critical, Bizarre, Sly",(317) 667-3469,Personal: lambert266@outkook.com,Passport: R13531206 - Exp: Jan 2106,Driver's License: I09MPYI3 - Exp: Jul 2099,"Residence (val:3/size:19): 15 East Maple Street - Apartment 305, Baxter Center, Dumphrey - 00000",Blue 1996 Dodge Avenger - Coupe - 3-B1213,"Bank Account (316065743): $46,448.90","Animal(name='Ziggy', animal_type='Cat', breed='Siamese', age=13, gender='Male')",Single,,,[],[P1be7],Mark John Lambert (2032 - 2100),Lisa Terri Lambert (2039 - 2099),,Unemployed,0,[],[],[],"[Pec65, Pcc3f, P1be7]",False,Johnny Lambert and Liz Lambert,True,True,False,Middle Age (Deceased),Katherine Lambert,Katy Lambert,Ms.,F,Male,20.6,130 lbs,"5' 7""",2049 - 2100,O+
P1be7,Female,Sabrina,Kristie,Wheeler,Brina,893-04-7678,Heterosexual,51,2,2048-02-27,12:48 PM,,Red,Straight,Brown,64.3,148.7,OBDD,Eyes that dart around a lot,"Uncomplaining, Incisive, Tolerant",Unhurried,"Vacuous, Slow, Callous",(996) 606-8812,Personal: sabrinalambert@hokmail.com,Passport: U31657884 - Exp: Dec 2105,Driver's License: U29KJLY4 - Exp: Oct 2100,"Residence (val:3/size:19): 15 East Maple Street - Apartment 308, Baxter Center, Dumphrey - 00000",,"Bank Account (379239835): $23,035.78",,Married,Christopher James Wheeler (2055 -  ),Lambert,[Pb586],[Pea12],Mark John Lambert (2032 - 2100),Lisa Terri Lambert (2039 - 2099),,Unemployed,0,[],[],[],"[Pec65, Pcc3f, Pf076, Pb586, Pea12]",True,Johnny Lambert and Liz Lambert,True,True,False,Middle Age,Sabrina Kristie Wheeler,Brina Wheeler,Mrs.,F,Male,25.3,149 lbs,"5' 4""",2048 -  ,O+
Pbe3a,Male,Joshua,,Bush,Joe,524-80-0195,Heterosexual,51,2,2048-08-08,07:15 AM,2099-11-07,Black,Spiky,Brown,71.7,193.0,AAdD,Changes tone of voice at odd points,"Confident, Sensitive, Patient",Irreverent,"Biosterous, Undisciplined, Mannerless",(532) 589-3094,Personal: joshuabush@kmail.com,Passport: J22174582 - Exp: Jun 2102,Driver's License: C74BZEB9 - Exp: Mar 2107,"Residence (val:5/size:8): 211 North Route 66 - Apt. 2, Baxter Center, Dumphrey - 00000",,"Bank Account (925879783): $8,970.83","Animal(name=""S'mores"", animal_type='Rabbit', breed='English Spot', age=18, gender='Female')",Single,,,[],[],Arthur Darrell Bush (2026 - 2099),Christine Nicole Cordova (2038 - 2099),,Unemployed,0,[],[],[],"[P8d12, P950e]",False,Art Bush and Nicky Cordova,True,True,False,Middle Age (Deceased),Joshua Bush,Joe Bush,Mr.,M,Female,26.4,193 lbs,"6' 0""",2048 - 2099,A+
P3ee5,Male,Justin,,Brown,Juston,726-61-4760,Heterosexual,52,2,2047-11-17,05:27 PM,,Blonde,Curly,Brown,64.4,165.6,OAdd,Can't eat around a stranger,"Knowledge, Many-sided, Dutiful",Noncommittal,"Decadent, Flamboyant, Conceited",(621) 669-7254,Personal: justinbrown47@kmail.com,Passport: G97927991 - Exp: Aug 2109,Driver's License: Z27OVQF8 - Exp: Sep 2101,"Residence (val:3/size:19): 15 East Maple Street - Apartment 808, Baxter Center, Dumphrey - 00000",Blue 2017 GMC Canyon Extended Cab - Pickup - 408-GEJ,Bank Account (698060070): $8.53,"Animal(name='Destiny', animal_type='Dog', breed='Hawaiian Poi Dog', age=10, gender='Female')",Married,Angela Monica Brown (2059 -  ),,"[Pfab8, P22b6]",[],Kathryn Lori Brown (2021 - 2100),Jeffrey Brown (2028 - 2085),,Unemployed,0,[],[],[],"[P86f0, Pfb7e, Pf0b0, Pfab8, P22b6]",True,Kathryn Brown and Jeffrey Brown,True,True,False,Middle Age,Justin Brown,Juston Brown,Mr.,M,Female,28.1,166 lbs,"5' 4""",2047 -  ,O-
Pe1ec,Female,Amber,Haley,Calhoun,,743-03-9961,Heterosexual,45,2,2054-03-04,08:27 AM,,Blonde,Frizzy,Brown,56.3,159.9,BOdD,Stands with feet apart,"Fun-loving, Imaginative, Contemplative",Earthy,"Unstable, Inert, Ungrateful",(901) 538-9273,Personal: acalhoun54@kmail.com,Passport: S36899817 - Exp: Jun 2100,Driver's License: S41EZVN6 - Exp: Feb 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 510, Baxter Center, Dumphrey - 00000",Silver 2014 Audi A6 - Sedan - 695-EWV,Bank Account (516341065): $18.37,"Animal(name='Bacon', animal_type='Dog', breed='Tibetan Mastiff', age=2, gender='Male')",Married,Jose David Wilson (2049 -  ),,"[P2d82, Pb2a7]","[P9ed1, P5e79, Pf194, Pb290]",Frank Derrick Calhoun (2020 - 2100),Denise Calhoun (2033 - 2099),,Unemployed,0,[],[],[],"[P5057, P788d, P32e0, P2d82, Pb2a7, P9ed1, P5e79, Pf194, Pb290]",True,Eric Calhoun and Denise Calhoun,True,True,False,Middle Age,Amber Haley Calhoun,Amber Calhoun,Mrs.,F,Male,35.5,160 lbs,"4' 8""",2054 -  ,B+
P9ed1,Male,John,Ian,Calhoun,John,032-83-4840,Bisexual,50,2,2049-12-05,10:40 AM,,Blonde,Frizzy,Brown,77.1,204.2,ABdD,Crosses legs while sitting,"Perfectionist, Simple, Stable",Subjective,"Mistaken, Obnoxious, Slow",(199) 878-9016,Personal: jcalhoun125@hokmail.com,Passport: I08326128 - Exp: Jun 2103,Driver's License: W17MIHC6 - Exp: Mar 2102,"Residence (val:6/size:7): 200 North Route 66 - Unit 104, Baxter Center, Dumphrey - 00000",Red 1997 Suzuki Esteem - Sedan - ZQS 054,Bank Account (162105722): $1.15,,Single,,,[],"[Pe1ec, P5e79, Pf194, Pb290]",Frank Derrick Calhoun (2020 - 2100),Denise Calhoun (2033 - 2099),,Unemployed,0,[],[],[],"[P5057, P788d, Pe1ec, P5e79, Pf194, Pb290]",True,Eric Calhoun and Denise Calhoun,True,True,False,Middle Age,John Ian Calhoun,John Calhoun,Mr.,M,Female,24.1,204 lbs,"6' 5""",2049 -  ,AB+
P5e79,Female,Becky,Ann,Calhoun,,540-63-5516,Heterosexual,47,2,2052-06-05,04:41 PM,,Blonde,Curly,Brown,66.2,161.3,ABdD,Shows off expensive jewelry,"Lyrical, Dramatic, Deep",Circumspect,"Predatory, Disrespectful, Hateful",(606) 543-4124,Personal: beckycalhoun52@kmail.com,Passport: W84827170 - Exp: Jun 2100,Driver's License: V94BYLD9 - Exp: Jul 2104,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 606, Baxter Center, Dumphrey - 00000",Black 2010 Buick Lucerne - Sedan - BII-4521,Bank Account (996932376): $980.09,,Married,Daniel Timothy Brown (2044 - 2100),,[Pecb8],"[Pe1ec, P9ed1, Pf194, Pb290]",Frank Derrick Calhoun (2020 - 2100),Denise Calhoun (2033 - 2099),,Unemployed,0,[],[],[],"[P5057, P788d, Pfae7, Pecb8, Pe1ec, P9ed1, Pf194, Pb290]",True,Eric Calhoun and Denise Calhoun,True,True,False,Middle Age,Becky Ann Calhoun,Becky Calhoun,Mrs.,F,Male,25.9,161 lbs,"5' 6""",2052 -  ,AB+
Pf194,Female,Katherine,Cynthia,Calhoun,,711-51-0495,Heterosexual,42,2,2057-01-18,02:26 AM,,Black,Unkempt,Brown,63.7,151.7,ABdD,"Never says ""please"" or ""thank you""","Self-defacing, Insightful, Magnanimous",Glamorous,"Easily Discouraged, Contemptible, Ridiculous",(806) 175-5156,Personal: kcalhoun118@yakoo.com,Passport: M76502960 - Exp: Jun 2102,Driver's License: L04GLQM5 - Exp: Mar 2105,"Residence (val:6/size:7): 200 North Route 66 - Unit 202, Baxter Center, Dumphrey - 00000",Black 2010 Ford E150 Cargo - Van/Minivan - LQV 067,Bank Account (513713180): $11.65,"Animal(name='Zorro', animal_type='Fish', breed='Koi', age=3, gender='Female')",Single,,,[],"[Pe1ec, P9ed1, P5e79, Pb290]",Frank Derrick Calhoun (2020 - 2100),Denise Calhoun (2033 - 2099),,Unemployed,0,[],[],[],"[P5057, P788d, Pe1ec, P9ed1, P5e79, Pb290]",True,Eric Calhoun and Denise Calhoun,True,True,False,Middle Age,Katherine Cynthia Calhoun,Katherine Calhoun,Ms.,F,Male,26.3,152 lbs,"5' 4""",2057 -  ,AB+
Pb290,Male,Michael,Joel,Calhoun,,362-68-3056,Heterosexual,47,2,2051-07-20,05:59 AM,2099-04-30,Blonde,Straight,Brown,68.2,151.4,BOdD,Wears dark or muted colors,"Solid, Patriotic, Educated",Boyish,"Greedy, Airy, Obvious",(896) 306-0213,Personal: calhoun7@kmail.com,Passport: O25390419 - Exp: Jul 2102,Driver's License: C21KSSR0 - Exp: Apr 2105,"Residence (val:1/size:4): 46 Cantor Street - Apartment 1002, Baxter Center, Dumphrey - 00000",Blue 2009 Mercedes-Benz S-Class - Sedan - 322 BUL,"Bank Account (723806035): $18,529.00","Animal(name='Luna', animal_type='Cat', breed='Bengal', age=1, gender='Female')",Single,,,[],"[Pe1ec, P9ed1, P5e79, Pf194]",Frank Derrick Calhoun (2020 - 2100),Denise Calhoun (2033 - 2099),,Unemployed,0,[],[],[],"[P5057, P788d, Pe1ec, P9ed1, P5e79, Pf194]",False,Eric Calhoun and Denise Calhoun,True,True,False,Middle Age (Deceased),Michael Joel Calhoun,Michael Calhoun,Mr.,M,Female,22.9,151 lbs,"5' 8""",2051 - 2099,B+
P73b2,Male,David,Justin,Wilson,Davey,744-71-4900,Heterosexual,43,2,2056-01-26,03:16 AM,,Blonde,Touseled,Blue,65.5,172.3,OOdd,Wants to meet friends and family,"Passionate, Objective, Upright",Maternal,"Crazy, Discouraging, Coarse",(289) 669-1846,Personal: dwilson@kmail.com,Passport: O32644209 - Exp: Nov 2100,Driver's License: N99NKGG3 - Exp: Jul 2106,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment B9, Baxter Center, Dumphrey - 00000",,"Bank Account (436320599): $21,044.18",,Married,Jessica Angela Wilson (2056 - 2099),,"[Pe842, P33d2]",[P32e0],Emma Sarah Wilson (2034 -  ),Luke Miller (2038 - 2100),,Unemployed,0,[],[],[],"[Paa08, Pd733, Pfa13, Pe842, P33d2, P32e0]",True,Sara Wilson and Luke Miller,True,True,False,Middle Age,David Justin Wilson,Davey Wilson,Mr.,M,Female,28.2,172 lbs,"5' 6""",2056 -  ,O-
P32e0,Male,Jose,David,Wilson,Dave,088-28-1205,Heterosexual,50,2,2049-04-25,08:05 AM,,Blonde,Straight,Brown,66.9,141.0,AOdd,Wears a scarf often,"Gentle, Constant, Solid",Unsentimental,"Irrational, Presumptuous, Aloof",(972) 176-1904,Personal: jwilson410@yakoo.com,Passport: K68817955 - Exp: Jun 2105,Driver's License: Y60YGPO9 - Exp: Aug 2107,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 510, Baxter Center, Dumphrey - 00000",Gray 2020 Acura MDX - SUV - PR-3560,Bank Account (692023154): $16.29,,Married,Amber Haley Calhoun (2054 -  ),,"[P2d82, Pb2a7]",[P73b2],Emma Sarah Wilson (2034 -  ),Luke Miller (2038 - 2100),,Unemployed,0,[],[],[],"[Paa08, Pd733, Pe1ec, P2d82, Pb2a7, P73b2]",True,Sara Wilson and Luke Miller,True,True,False,Middle Age,Jose David Wilson,Dave Wilson,Mr.,M,Female,22.1,141 lbs,"5' 7""",2049 -  ,A-
Pfa13,Female,Jessica,Angela,Wilson,,694-86-5517,Heterosexual,42,2,2056-09-05,06:36 PM,2099-03-10,Black,Frizzy,Brown,59.5,126.7,OOdd,Offers unnecessary details,"Capable, Protean, Planful",Chummy,"Gloomy, Predatory, Muddle-headed",(892) 218-8348,Personal: jessicapark56@hokmail.com,Passport: A00836549 - Exp: Apr 2102,Driver's License: V77TACR5 - Exp: Nov 2103,"Residence (val:4/size:4): 31 West Chestnut Street - Apartment B9, Baxter Center, Dumphrey - 00000",,"Bank Account (799871153): $28,827.11",,Married,David Justin Wilson (2056 -  ),Park,"[Pe842, P33d2]",[Pd084],Rachel Melissa Park (2035 - 2100),Linda Park (2031 -  ),,Unemployed,0,[],[],[],"[P65ef, Pf4e7, P73b2, Pe842, P33d2, Pd084]",False,Rachel Park and Lindy Park,True,True,False,Middle Age (Deceased),Jessica Angela Wilson,Jessica Wilson,Mrs.,F,Male,25.2,127 lbs,"5' 0""",2056 - 2099,O-
Pd084,Female,Terri,Marie,Park,,195-33-4151,Homosexual,48,2,2051-08-31,02:03 AM,2100-01-01,Blonde,Flowing,Green,60.7,130.0,OOdD,Compulsively scratches nape of neck,"Clean, Studious, Practical",Confidential,"False, Petty, Insulting",(698) 358-4539,Personal: terripark51@kmail.com,Passport: J58255008 - Exp: Nov 2105,Driver's License: G28VMEO6 - Exp: Nov 2102,"Residence (val:3/size:2): 3A East Larch Street - Apartment F6, Baxter Center, Dumphrey - 00000",White 2007 Dodge Ram 1500 Mega Cab - Pickup - 689 UCQ,"Bank Account (692279482): $35,434.99",,Single,,,[],[Pfa13],Rachel Melissa Park (2035 - 2100),Linda Park (2031 -  ),,Unemployed,0,[],[],[],"[P65ef, Pf4e7, Pfa13]",False,Rachel Park and Lindy Park,True,True,False,Middle Age (Deceased),Terri Marie Park,Terri Park,Ms.,F,Female,24.8,130 lbs,"5' 1""",2051 - 2100,O+
P019a,Female,Mikayla,,Bryant,,491-78-3923,Heterosexual,48,2,2051-11-16,02:58 PM,,Brown,Frizzy,Brown,62.5,150.6,BOdd,Rolls eyes,"Relaxed, Esthetic, Dignified",Undemanding,"Mechanical, Crude, Aloof",(985) 882-7704,Personal: ramirez173@kol.com,Passport: L27860893 - Exp: Sep 2103,Driver's License: D01BVFB9 - Exp: Nov 2098,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 601, Baxter Center, Dumphrey - 00000",White 2006 GMC Yukon XL 1500 - SUV - 407 3OI,Bank Account (260422066): $8.77,"Animal(name='Rio', animal_type='Bird', breed='Amazon Parrot', age=14, gender='Female')",Married,Christopher Jesse Bryant (2047 - 2100),Ramirez,[P796b],[],Jennifer Jill Ramirez (2037 - 2095),Paul Richard Ramirez (2035 - 2092),,Unemployed,0,[],[],[],"[P0628, Pb103, Pa5af, P796b]",True,Jen Ramirez and Ricky Ramirez,True,True,False,Middle Age,Mikayla Bryant,Mikayla Bryant,Mrs.,F,Male,27.1,151 lbs,"5' 2""",2051 -  ,B-
Pca99,Male,Alan,,Wheeler,Al,531-70-2496,Homosexual,51,2,2048-03-18,09:59 PM,,Black,Frizzy,Brown,73.4,139.3,OADd,Stands out among a crowd,"Open, Generous, Self-defacing",Earthy,"Crafty, Crass, Aloof",(383) 147-9292,Personal: awheeler318@kmail.com,Passport: U55355876 - Exp: Sep 2101,Driver's License: S07UGTQ9 - Exp: Nov 2098,"Residence (val:2/size:4): 60 Denville Road - Apartment 204, Baxter Center, Dumphrey - 00000","Red 2015 Honda Accord - Sedan, Coupe - IUM-009",Bank Account (905204250): $19.45,,Single,,,[],[Pf076],Carrie Cassie Wheeler (2029 - 2099),Robert Wheeler (2034 - 2100),,Unemployed,0,[],[],[],"[Pdbb2, Pdbc4, Pf076]",True,Carrie Wheeler and Rob Wheeler,True,True,False,Middle Age,Alan Wheeler,Al Wheeler,Mr.,M,Male,18.2,139 lbs,"6' 1""",2048 -  ,O+
Pf076,Male,Christopher,James,Wheeler,,676-51-7419,Heterosexual,44,2,2055-08-24,09:02 PM,,Brown,Spiky,Brown,72.3,190.1,OADd,Never dresses to fit the occasion,"Providential, Clean, Clear-headed",Private,"Single-minded, Pharissical, Irascible",(978) 437-8371,Personal: cwheeler917@kmail.com,Passport: T66544608 - Exp: Feb 2109,Driver's License: H33TUOL1 - Exp: Aug 2100,"Residence (val:3/size:19): 15 East Maple Street - Apartment 308, Baxter Center, Dumphrey - 00000",,Bank Account (620094144): $11.24,"Animal(name='Reef', animal_type='Fish', breed='Clownfish', age=1, gender='Female')",Married,Sabrina Kristie Wheeler (2048 -  ),,[Pb586],[Pca99],Carrie Cassie Wheeler (2029 - 2099),Robert Wheeler (2034 - 2100),,Unemployed,0,[],[],[],"[Pdbb2, Pdbc4, P1be7, Pb586, Pca99]",True,Carrie Wheeler and Rob Wheeler,True,True,False,Middle Age,Christopher James Wheeler,Christopher Wheeler,Mr.,M,Female,25.6,190 lbs,"6' 0""",2055 -  ,O+
P0f2a,Male,Gregory,Todd,Hayes,Gory,552-11-1195,Heterosexual,41,2,2058-04-21,01:00 PM,,Brown,Straight,Blue,72.5,198.7,AADD,Wears headphones or hats often,"Playful, Constant, Sweet",Impressionable,"Hostile, Unimpressive, Thoughtless",(673) 245-5642,Personal: hayes406@kmail.com,Passport: U28644166 - Exp: Sep 2109,Driver's License: E19AAFZ7 - Exp: Apr 2101,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 201, Baxter Center, Dumphrey - 00000",Black 2018 Cadillac CTS - Sedan - 5CT L16,Bank Account (643565999): $5.51,,Single,,,[],"[Peaa6, P3470, P9751, P0df4]",April Samantha Hayes (2040 -  ),Joseph Jonathan Hayes (2037 -  ),,Unemployed,0,[],[],[],"[P71b1, P1f76, Peaa6, P3470, P9751, P0df4]",True,April Hayes and Jonathon Hayes,True,True,False,Middle Age,Gregory Todd Hayes,Gory Hayes,Mr.,M,Female,26.6,199 lbs,"6' 0""",2058 -  ,A+
Peaa6,Male,Douglas,Anthony,Hayes,,524-45-6843,Heterosexual,50,2,2049-03-22,05:32 PM,2100-01-01,Black,Curly,Brown,71.8,133.1,AADD,Loses appetite,"Incorruptible, Curious, Dignified",Solemn,"Pompous, Devious, Sordid",(259) 568-5300,Personal: douglashayes49@hokmail.com,Passport: J15469264 - Exp: Aug 2109,Driver's License: L08RITO0 - Exp: Jun 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 106, Baxter Center, Dumphrey - 00000",,"Bank Account (444659415): $30,390.24",,Married,Deanna Emily Hayes (2044 - 2100),,[Pcc47],"[P0f2a, P3470, P9751, P0df4]",April Samantha Hayes (2040 -  ),Joseph Jonathan Hayes (2037 -  ),,Unemployed,0,[],[],[],"[P71b1, P1f76, P7b24, Pcc47, P0f2a, P3470, P9751, P0df4]",False,April Hayes and Jonathon Hayes,True,True,False,Middle Age (Deceased),Douglas Anthony Hayes,Douglas Hayes,Mr.,M,Female,18.2,133 lbs,"6' 0""",2049 - 2100,A+
P3470,Male,Thomas,Logan,Hayes,,403-55-2457,Homosexual,57,2,2042-06-27,09:51 AM,,Black,Unkempt,Hazel,69.9,201.8,AADd,Quotes famous people,"Faithful, Skillful, Subtle",Mellow,"Scheming, Crazy, Muddle-headed",(566) 286-6346,Personal: thayes552@hokmail.com,Passport: K87648463 - Exp: Aug 2103,Driver's License: M63ATXI9 - Exp: Dec 2101,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 107, Baxter Center, Dumphrey - 00000",Gray 2001 GMC Yukon XL 1500 - SUV - NAD-063,"Bank Account (726039200): $21,526.91",,Single,,,[],"[P0f2a, Peaa6, P9751, P0df4]",April Samantha Hayes (2040 -  ),Joseph Jonathan Hayes (2037 -  ),,Unemployed,0,[],[],[],"[P71b1, P1f76, P0f2a, Peaa6, P9751, P0df4]",True,April Hayes and Jonathon Hayes,True,True,False,Middle Age,Thomas Logan Hayes,Thomas Hayes,Mr.,M,Male,29.0,202 lbs,"5' 10""",2042 -  ,A+
P9751,Female,Nicole,Rhonda,Hayes,Nicki,895-92-5800,Heterosexual,43,2,2056-08-21,07:48 AM,2100-01-01,Black,Curly,Brown,73.0,134.0,AADD,Wears multiple pins with odd sayings,"Sophisticated, Adventurous, Uncomplaining",Frugal,"Fanciful, Superstitious, Petty",(168) 202-4398,Personal: nicolehayes144@kcloud.com,Passport: B12346973 - Exp: Mar 2100,Driver's License: G18YNBV5 - Exp: Mar 2106,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 703, Baxter Center, Dumphrey - 00000",,"Bank Account (541290165): $31,674.14",,Single,,,[],"[P0f2a, Peaa6, P3470, P0df4]",April Samantha Hayes (2040 -  ),Joseph Jonathan Hayes (2037 -  ),,Unemployed,0,[],[],[],"[P71b1, P1f76, P0f2a, Peaa6, P3470, P0df4]",False,April Hayes and Jonathon Hayes,True,True,False,Middle Age (Deceased),Nicole Rhonda Hayes,Nicki Hayes,Ms.,F,Male,17.7,134 lbs,"6' 1""",2056 - 2100,A+
P0df4,Nonbinary,Monica,Matthew,Hayes,Thys,270-17-6118,Heterosexual,45,2,2054-04-14,03:49 PM,,Black,Touseled,Brown,72.3,139.3,AADd,Laughs to fill uncomfortable silences,"Constant, Adaptable, Colorful",Tough,"Coarse, Flamboyant, Assertive",(556) 264-9469,Personal: monicahayes293@kcloud.com,Passport: E19288655 - Exp: Jan 2109,Driver's License: W89MNRT2 - Exp: May 2102,"Residence (val:2/size:1): 19 East Chestnut Street, Baxter Center, Dumphrey - 00000",,"Bank Account (620427706): $12,020.96",,Single,,,[],"[P0f2a, Peaa6, P3470, P9751]",April Samantha Hayes (2040 -  ),Joseph Jonathan Hayes (2037 -  ),,Unemployed,0,[],[],[],"[P71b1, P1f76, P0f2a, Peaa6, P3470, P9751]",True,April Hayes and Jonathon Hayes,True,True,False,Middle Age,Monica Matthew Hayes,Thys Hayes,Mx.,N,Nonbinary,18.7,139 lbs,"6' 0""",2054 -  ,A+
P9ff6,Female,Elizabeth,Michelle,Bryant,Lib,817-45-8906,Heterosexual,22,1,2077-03-31,01:30 PM,,Blonde,Unkempt,Hazel,64.0,140.2,OBDD,Crosses legs while sitting,"Admirable, Courageous, Objective",Unambitious,"Dissolute, Unprincipled, Narcissistic",(725) 214-0320,Personal: ebrown@kcloud.com,Passport: O26464886 - Exp: Sep 2104,Driver's License: J56CTNG8 - Exp: Nov 2100,"Residence (val:3/size:4): 27 West Chestnut Street - Apartment 408, Baxter Center, Dumphrey - 00000",Brown 2015 Audi S8 - Sedan - 469-RBL,"Bank Account (058908104): $5,722.44",,Married,Jonathon Daniel Bryant (2076 -  ),Brown,"[P478e, P0971, Pf4e9]",[],John Brandon Brown (2058 -  ),Jenny Marilyn Brown (2044 - 2100),,Unemployed,0,[],[],[],"[Pc15e, P434d, Pc5c3, P478e, P0971, Pf4e9]",True,Jock Brown and Mary Brown,True,True,False,Early Young Adult,Elizabeth Michelle Bryant,Lib Bryant,Mrs.,F,Male,24.1,140 lbs,"5' 4""",2077 -  ,O+
Pecb8,Male,Jack,Joshua,Brown,Joe,352-15-1766,Heterosexual,21,1,2078-03-07,02:51 PM,2100-01-01,Black,Straight,Brown,64.1,187.1,AADd,Speaks multiple languages,"Imaginative, Polished, Helpful",Strict,"Mealymouthed, Pedantic, Lazy",(297) 869-5576,Personal: jbrown921@kmail.com,Passport: S66448546 - Exp: Jan 2107,Driver's License: G20GIHG7 - Exp: Jun 2104,"Residence (val:2/size:4): 45 Greenaway Road - Apartment 402, Baxter Center, Dumphrey - 00000",Black 2003 GMC Envoy XL - SUV - 7B GF802,"Bank Account (799022986): $27,867.90",,Single,,,[],[],Daniel Timothy Brown (2044 - 2100),Becky Ann Calhoun (2052 -  ),,Unemployed,0,[],[],[],"[Pfae7, P5e79]",False,Daniel Brown and Becky Calhoun,True,True,False,Early Young Adult (Deceased),Jack Joshua Brown,Joe Brown,Mr.,M,Female,32.0,187 lbs,"5' 4""",2078 - 2100,A+
